User ,Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
 SolitarySoul      , Loneliness creeps in as the night grows colder.    , Loneliness      ,18-11-2019 21:20, Facebook , #Loneliness #Isolation                         ,10,20, UK           ,2019,11,18,21
 EnviousObserver   , Jealousy consumes me as I witness others' success. , Jealousy        ,12-08-2020 11:30, Twitter  , #Jealousy #Envy                               ,12,25, India        ,2020,8,12,11
 BitterHeart       , Resentment building up over past betrayals.        , Resentment      ,22-05-2018 14:45, Instagram , #Resentment #Bitterness                       ,7,15, Australia     ,2018,5,22,14
 BlockedGoals      , Frustration mounts as obstacles block my path.     , Frustration     ,30-01-2017 16:10, Facebook , #Frustration #Obstacles                       ,10,20, USA          ,2017,1,30,16
 BoredMind         ," Boredom sets in, the day feels endlessly dull.     ", Boredom         ,28-09-2016 19:45, Twitter  , #Boredom #LackOfInterest                     ,8,15, Canada        ,2016,9,28,19
 WorriedMind       ," Anxiety grips my heart, worry clouds my thoughts.  ", Anxiety         ,15-04-2019 09:00, Instagram , #Anxiety #Worry                               ,12,25, UK           ,2019,4,15,9
 FearfulSoul       , Intimidation by the unknown future ahead.          , Intimidation    ,03-12-2021 18:30, Facebook , #Intimidation #Fear                           ,15,30, India        ,2021,12,3,18
 OverwhelmedHeart  , Helplessness sinks in as challenges pile up.       , Helplessness    ,20-06-2020 14:20, Twitter  , #Helplessness #Overwhelmed                    ,8,15, Australia    ,2020,6,20,14
 CovetousMind     , Envy eats away at me as I see others' prosperity.  , Envy            ,07-11-2018 11:30, Instagram , #Envy #Desire                                ,10,20, Canada        ,2018,11,7,11
 RemorsefulSoul   , Regret over missed opportunities haunts my thoughts., Regret         ,25-08-2017 16:00, Facebook , #Regret #MissedChances                       ,12,25, UK           ,2017,8,25,16
 DisgustedHeart   , Disgust at the sight of injustice and cruelty.     , Disgust         ,11-02-2019 09:45, Twitter  , #Disgust #Injustice                          ,7,15, India        ,2019,2,11,9
 HopelessHeart    ," Drowning in despair, hope slipping through my fingers.", Despair      ,02-04-2016 20:20, Instagram , #Despair #Hopeless                           ,10,20, USA          ,2016,4,2,20
 TearfulSoul      ," Grief weighs heavy, tears a constant companion.    ", Grief           ,18-10-2015 15:30, Facebook , #Grief #Tears                                ,12,25, Canada        ,2015,10,18,15
 IsolatedMind     ," Loneliness in a crowded room, a silent cry for connection.", Loneliness ,12-07-2019 18:10, Twitter  , #Loneliness #SeekingConnection              ,15,30, UK            ,2019,7,12,18
 SelfDoubt        ," Jealousy gnaws at my confidence, a toxic emotion.  ", Jealousy        ,03-06-2018 16:30, Instagram , #Jealousy #Insecurity                       ,8,15, India         ,2018,6,3,16
 BrokenTrust      ," Resentment festers, poisoning relationships.       ", Resentment      ,15-01-2022 12:00, Facebook , #Resentment #BrokenTrust                     ,10,20, Australia    ,2022,1,15,12
 ExplosiveMind    ," Frustration boils over, a volcanic eruption of emotions.", Frustration ,10-04-2017 14:45, Twitter  , #Frustration #EmotionalOutburst             ,12,25, USA          ,2017,4,10,14
 MundaneHeart     ," Boredom settles like dust, life feels mundane.     ", Boredom         ,28-11-2016 19:00, Instagram , #Boredom #Monotony                          ,7,15, Canada        ,2016,11,28,19
 RestlessMind     ," Anxiety grips my chest, a relentless grip on my thoughts.", Anxiety   ,05-09-2018 09:30, Facebook , #Anxiety #Restlessness                      ,10,20, UK            ,2018,9,5,9
 FearfulJourney   ," Intimidation by the challenges ahead, fear takes hold.", Intimidation ,22-10-2021 18:30, Twitter  , #Intimidation #FacingFear                   ,15,30, India         ,2021,10,22,18
 OverwhelmedSoul  ," Helplessness engulfs me, drowning in a sea of problems.", Helplessness ,08-05-2019 14:20, Instagram , #Helplessness #Struggling                   ,8,15, Australia    ,2019,5,8,14
 GreenEyedMonster ," Envy poisons my thoughts, coveting others' success.", Envy            ,20-03-2017 11:30, Facebook , #Envy #Success                              ,10,20, Canada        ,2017,3,20,11
 RegretfulMind    , Regret for decisions that led to a painful present., Regret         ,15-12-2018 16:00, Twitter  , #Regret #PastChoices                        ,12,25, USA          ,2018,12,15,16
 CorruptedHeart   , Disgust at the corruption that stains society.     , Disgust         ,01-07-2016 09:45, Instagram , #Disgust #Corruption                        ,7,15, UK            ,2016,7,1,9
 DrowningSoul     ," Sinking in despair, each day darker than the last. ", Despair         ,20-08-2020 20:20, Facebook , #Despair #DarkDays                          ,10,20, India         ,2020,8,20,20
 StormyHeart      ," Grief overwhelms, a storm of emotions within.      ", Grief           ,25-02-2021 15:30, Twitter  , #Grief #EmotionalStorm                      ,12,25, Canada        ,2021,2,25,15
 EchoingSoul     ," Loneliness echoes in empty spaces, yearning for connection.", Loneliness ,12-09-2019 18:10, Instagram , #Loneliness #YearningForConnection         ,15,30, Australia     ,2019,9,12,18
 PoisonedMind    ," Jealousy poisons my thoughts, resentment brewing within.", Jealousy    ,05-08-2018 16:30, Facebook , #Jealousy #Resentment                       ,8,15, USA           ,2018,8,5,16
 UnforgivingSoul  ," Resentment festers, a wound that refuses to heal.  ", Resentment      ,12-01-2017 12:00, Twitter  , #Resentment #Unforgiving                    ,10,20, India         ,2017,1,12,12
 ThunderingMind   ," Frustration escalates, a thunderstorm of emotions. ", Frustration     ,05-04-2022 14:45, Instagram , #Frustration #EmotionalOutburst            ,12,25, UK            ,2022,4,5,14
 StagnantHeart    ," Boredom lingers, a stagnant pool of indifference.  ", Boredom         ,02-10-2021 19:00, Facebook , #Boredom #Stagnation                        ,7,15, Canada        ,2021,10,2,19
 InquisitiveMind   ," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ", Curiosity       ,15-04-2023 10:15, Twitter  , #Curiosity #Learning                        ,15,30, USA          ,2023,4,15,10
 ApatheticObserver ," Lost in the vast sea of information, an indifferent wave in the digital ocean. ", Indifference    ,28-11-2022 17:30, Instagram , #Indifference #DigitalOverload              ,7,15, Canada          ,2022,11,28,17
 SeekingClarity    ," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ", Confusion       ,02-04-2020 09:45, Facebook , #Confusion #LifePuzzle                     ,10,20, UK           ,2020,4,2,9
 EmotionallyDistant ," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ", Numbness        ,10-08-2021 14:00, Twitter  , #Numbness #EmotionalShield                 ,8,15, India        ,2021,8,10,14
 SunsetDreamer     ," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ", Melancholy      ,18-06-2019 20:45, Instagram , #Melancholy #SunsetMoments                 ,12,25, Australia     ,2019,6,18,20
 MemoryLaneTraveler ," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ", Nostalgia       ,05-02-2018 15:15, Facebook , #Nostalgia #MemoryLane                     ,10,20, USA          ,2018,2,5,15
 MixedFeelings     ," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ", Ambivalence     ,30-05-2022 11:30, Twitter  , #Ambivalence #UncertainChoices             ,12,25, Canada        ,2022,5,30,11
 ZenLifestyle      ," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", Acceptance      ,10-01-2023 16:20, Instagram , #Acceptance #LifeJourney                   ,15,30, UK           ,2023,1,10,16
 ResilientSpirit   ," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", Determination   ,18-09-2020 13:45, Facebook , #Determination #AchieveTheImpossible       ,10,20, India        ,2020,9,18,13
 NatureSoul        ," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", Serenity        ,03-07-2021 19:00, Twitter  , #Serenity #NatureRetreat                   ,12,25, Australia    ,2021,7,3,19
 EternalLearner    ," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,08-10-2022 08:15, Instagram , #Curiosity #KnowledgeQuest                ,20,40, USA          ,2022,10,8,8
 AloofObserver     ," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,22-03-2023 16:30, Facebook , #Indifference #FloatingThroughLife        ,10,20, Canada        ,2023,3,22,16
 ThoughtExplorer   ," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,15-05-2021 11:45, Twitter  , #Confusion #ThoughtLabyrinth              ,15,30, UK            ,2021,5,15,11
 StoicSoul         ," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,28-12-2019 14:30, Instagram , #Numbness #StoicFacade                    ,8,15, Australia     ,2019,12,28,14
 DreamerInSilence  ," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,01-03-2020 19:00, Facebook , #Melancholy #WhispersInTheBreeze         ,12,25, India         ,2020,3,1,19
 JournalKeeper     ," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,10-07-2018 15:45, Twitter  , #Nostalgia #JournalMoments               ,10,20, Canada        ,2018,7,10,15
 ThreadWeaver      ," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,05-01-2022 10:30, Instagram , #Ambivalence #ConflictingFeelings        ,12,25, UK            ,2022,1,5,10
 SelfLoveAdvocate  ," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,20-08-2021 16:20, Facebook , #Acceptance #SelfLoveJourney              ,15,30, Australia    ,2021,8,20,16
 DreamChaser       ," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,03-11-2019 13:45, Twitter  , #Determination #DreamsIntoReality        ,18,35, USA          ,2019,11,3,13
 OceanSoul         ," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,12-04-2020 19:30, Instagram , #Serenity #OceanRetreat                   ,25,50, Canada        ,2020,4,12,19
 HorizonExplorer   ," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,15-04-2022 08:45, Facebook , #Curiosity #NewHorizons                  ,22,45, India         ,2022,4,15,8
 NonchalantSpirit  ," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,10-02-2023 17:00, Twitter  , #Indifference #DriftingThroughLife       ,9,18, UK            ,2023,2,10,17
 ComplexThinker    ," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,05-08-2020 12:15, Instagram , #Confusion #PerplexedMind                ,14,28, Australia    ,2020,8,5,12
 ShieldedHeart     ," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,01-12-2021 15:30, Facebook , #Numbness #EmotionalShield               ,10,20, USA          ,2021,12,1,15
 SymphonySoul      ," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,25-03-2019 21:00, Twitter  , #Melancholy #WistfulHeart                ,13,26, Canada        ,2019,3,25,21
 YearbookExplorer  ," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,18-06-2017 14:45, Instagram , #Nostalgia #YearbookMemories            ,12,25, India         ,2017,6,18,14
 DecisiveDilemma   ," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,08-07-2022 11:30, Facebook , #Ambivalence #ShadesOfUncertainty       ,15,30, Australia    ,2022,7,8,11
 ImperfectHarmony  ," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,15-05-2023 16:20, Twitter  , #Acceptance #ImperfectJourney            ,18,36, Canada        ,2023,5,15,16
 VisionarySpirit   ," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,10-09-2021 14:45, Instagram , #Determination #UnparalleledHeights      ,20,40, UK            ,2021,9,10,14
 ForestDreamer     ," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,28-02-2020 18:30, Facebook , #Serenity #NatureWhispers                ,25,50, USA          ,2020,2,28,18
 SilentSpectator   ," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,10-03-2023 16:30, Instagram , #Indifference #SilentObserver            ,9,18, India         ,2023,3,10,16
 MazeNavigator     ," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,02-05-2021 11:45, Facebook , #Confusion #ThoughtLabyrinth              ,14,28, Australia    ,2021,5,2,11
 ResilientFortress ," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,18-10-2019 14:30, Twitter  , #Numbness #StoicResilience               ,11,22, UK            ,2019,10,18,14
 CanvasDreamer     ," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,05-01-2020 20:00, Instagram , #Melancholy #BittersweetMemories         ,13,26, USA          ,2020,1,5,20
 DiaryExplorer     ," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,10-08-2018 15:45, Facebook , #Nostalgia #DiaryJourney                 ,12,25, Canada        ,2018,8,10,15
 CrossroadsTraveler ," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,15-01-2022 10:30, Twitter  , #Ambivalence #ConflictingEmotions        ,15,30, India         ,2022,1,15,10
 MosaicDreamer     ," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,20-07-2021 16:20, Instagram , #Acceptance #BeautifulChaos              ,18,36, Australia     ,2021,7,20,16
 PathfinderSpirit  ," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,03-12-2019 13:45, Facebook , #Determination #ExtraordinaryPath        ,20,40, USA          ,2019,12,3,13
 RaindropHarmony   ," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,12-04-2020 19:30, Twitter  , #Serenity #RaindropMelody                ,25,50, Canada        ,2020,4,12,19
 SeekerOfUnknowns  ," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,08-05-2022 08:45, Instagram , #Curiosity #SeekerOfKnowledge            ,22,45, UK            ,2022,5,8,8
 NonchalantWanderer," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,22-02-2023 17:00, Facebook , #Indifference #DriftingThroughLife       ,9,18, India         ,2023,2,22,17
 ShadowedSeeker    ," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,05-06-2020 12:15, Twitter  , #Confusion #LabyrinthOfThoughts          ,14,28, Australia    ,2020,6,5,12
 TurbulentShield   ," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,30-11-2021 15:30, Instagram , #Numbness #EmotionalStorms               ,10,20, Canada        ,2021,11,30,15
 WistfulPainter    ," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,25-02-2019 21:00, Facebook , #Melancholy #WistfulYearning             ,13,26, UK            ,2019,2,25,21
 TaleWeaver        ," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,18-05-2017 14:45, Twitter  , #Nostalgia #PhotoAlbumStories            ,12,25, USA          ,2017,5,18,14
 CrossroadsExplorer," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,05-08-2022 11:30, Instagram , #Ambivalence #CrossroadsConfusion        ,15,30, Canada        ,2022,8,5,11
 MosaicArtist      ," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,15-06-2023 16:20, Facebook , #Acceptance #UnpredictableArt            ,18,36, Australia    ,2023,6,15,16
 DreamSculptor     ," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,10-10-2021 14:45, Twitter  , #Determination #SculptingDreams          ,20,40, UK            ,2021,10,10,14
 MoonlitSoul       ," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,12-05-2020 19:30, Instagram , #Serenity #MoonlitPeace                  ,25,50, USA          ,2020,5,12,19
 FearlessExplorer  ," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,01-12-2022 09:15, Facebook , #Curiosity #FearlessExplorer              ,22,44, India         ,2022,12,1,9
 TurbulentShield ,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,30-11-2021 15:30, Instagram , #Numbness #EmotionalStorms ,10,20, Canada ,2021,11,30,15
 JoyfulDancer ," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,12-07-2018 17:45, Twitter , #Zest #CarefreeSpirit ,15,30, USA ,2018,7,12,17
 SereneBasker ," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,05-09-2020 20:10, Facebook , #Contentment #GoldenGlow ,18,36, Australia ,2020,9,5,20
 DreamPainter ," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,18-04-2022 08:00, Instagram , #Hopeful #CanvasOfDreams ,12,24, India ,2022,4,18,8
 OakAchiever ," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,10-12-2019 12:20, Twitter , #Proud #BranchesOfAchievement ,25,50, Canada ,2019,12,10,12
 HeartGardener ," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,28-02-2023 09:45, Facebook , #Grateful #BlossomingConnection ,20,40, USA ,2023,2,28,9
 ThreadWeaver ," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,03-04-2018 14:15, Instagram , #Empathetic #TapestryOfUnderstanding ,15,30, UK ,2018,4,3,14
 CloudCaretaker ," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,20-06-2022 10:30, Twitter , #Compassionate #ShowerOfEmpathy ,18,36, Australia ,2022,6,20,10
 RainDancer ," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,08-07-2020 18:00, Facebook , #Playful #DanceInTheRain ,22,44, Canada ,2020,7,8,18
 SkyPainter ," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,15-08-2021 11:10, Instagram , #FreeSpirit #PaintingTheSky ,20,40, India ,2021,8,15,11
 PhoenixExplorer ," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,25-10-2019 16:50, Twitter , #Inspired #CreativePhoenix ,15,30, UK ,2019,10,25,16
 SunriseNavigator ," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,05-10-2023 07:30, Facebook , #Hopeful #SunriseOfPossibilities ,12,24, USA ,2023,10,5,7
 SandStrider ," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,15-02-2022 13:15, Instagram , #Confident #FootprintsOfAssuredness ,25,50, Australia ,2022,2,15,13
 NightSerenader ," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,08-05-2021 22:00, Twitter , #Serenity #MoonlitSerenade ,13,26, Canada ,2021,5,8,22
 KnowledgeSeeker ," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,29-11-2020 14:45, Instagram , #Curiosity #LabyrinthOfQuestions ,17,34, USA ,2020,11,29,14
 BreezeWaltzer ," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,14-09-2019 10:20, Facebook , #Ambivalence #AutumnWaltz ,14,28, UK ,2019,9,14,10
 StarNavigator ," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ", Grateful ,12-03-2022 19:55, Twitter , #Grateful #GuidingStar ,19,38, Australia ,2022,3,12,19
 MeadowSprinter ," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ", Zest ,30-03-2023 16:30, Instagram , #Zest #FieldsOfEnthusiasm ,16,32, India ,2023,3,30,16
 RainNurturer ," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,01-07-2021 12:10, Facebook , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12
 PeakConqueror ," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,05-01-2020 08:45, Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8
 DawnGardener ," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,17-07-2022 06:15, Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6
 CarnivalDreamer ," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,22-08-2018 17:20, Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17
 SkyArtist ," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,08-12-2021 14:30, Twitter , #Inspired #CloudsOfCreativity ,18,36, India ,2021,12,8,14
 RiverNavigator ," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,27-04-2019 09:50, Instagram , #Contentment #TranquilWaters ,20,40, Canada ,2019,4,27,9
 LanternWanderer ," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,03-09-2023 21:40, Facebook , #Empathetic #LanternOfCompassion ,16,32, USA ,2023,9,3,21
 DreamSoarer ," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,10-06-2020 10:05, Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK ,2020,6,10,10
 SunsetAdmirer ," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,01-04-2022 18:30, Instagram , #Grateful #GoldenHues ,19,38, Australia ,2022,4,1,18
 DanceStrider ," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,15-01-2021 13:00, Facebook , #Confident #DanceOfLife ,23,46, Canada ,2021,1,15,13
 WindWhisperer ," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,06-05-2023 07:20, Twitter , #Hopeful #BrighterTomorrows ,15,30, India ,2023,5,6,7
 JugglingArtist ," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,18-11-2019 15:15, Instagram , #Playful #JugglingResponsibilities ,25,50, USA ,2019,11,18,15
 StarStoryteller ," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,29-08-2020 20:45, Facebook , #Inspired #TalesToTheStars ,14,28, UK ,2020,8,29,20
 WaveNavigator ," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,30-10-2022 11:40, Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11
 RainNurturer ," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,01-07-2021 12:10, Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12
 PeakConqueror ," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,05-01-2020 08:45, Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8
 DawnGardener ," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,17-07-2022 06:15, Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6
 CarnivalDreamer ," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,22-08-2018 17:20, Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17
 SkyArtist ," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ", Inspired ,08-12-2021 14:30, Twitter , #Inspired #CloudsOfCreativity ,18,36, India ,2021,12,8,14
 RiverNavigator ," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ", Contentment ,27-04-2019 09:50, Instagram , #Contentment #TranquilWaters ,20,40, Canada ,2019,4,27,9
 LanternWanderer ," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ", Empathetic ,03-09-2023 21:40, Facebook , #Empathetic #LanternOfCompassion ,16,32, USA ,2023,9,3,21
 DreamSoarer ," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ", Free-spirited ,10-06-2020 10:05, Twitter , #FreeSpirit #WingsOfDreams ,22,44, UK ,2020,6,10,10
 SunsetAdmirer ," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ", Grateful ,01-04-2022 18:30, Instagram , #Grateful #GoldenHues ,19,38, Australia ,2022,4,1,18
 DanceStrider ," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ", Confident ,15-01-2021 13:00, Facebook , #Confident #DanceOfLife ,23,46, Canada ,2021,1,15,13
 WindWhisperer ," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ", Hopeful ,06-05-2023 07:20, Twitter , #Hopeful #BrighterTomorrows ,15,30, India ,2023,5,6,7
 JugglingArtist ," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ", Playful ,18-11-2019 15:15, Instagram , #Playful #JugglingResponsibilities ,25,50, USA ,2019,11,18,15
 StarStoryteller ," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ", Inspired ,29-08-2020 20:45, Facebook , #Inspired #TalesToTheStars ,14,28, UK ,2020,8,29,20
 WaveNavigator ," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,30-10-2022 11:40, Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11
 RainNurturer ," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,01-07-2021 12:10, Instagram , #Compassionate #TearsOfEmpathy ,21,42, Canada ,2021,7,1,12
 PeakConqueror ," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,05-01-2020 08:45, Twitter , #Proud #ScalingPeaks ,23,46, USA ,2020,1,5,8
 DawnGardener ," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,17-07-2022 06:15, Instagram , #Hopeful #SeedsOfOptimism ,14,28, India ,2022,7,17,6
 CarnivalDreamer ," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,22-08-2018 17:20, Facebook , #Playful #CarnivalEscapade ,24,48, Australia ,2018,8,22,17
 ShatteredHeart ," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,15-09-2021 16:00, Instagram , #Despair #EchoingSilence ,8,16, Canada ,2021,9,15,16
 VenomousSoul ," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,08-03-2019 14:20, Facebook , #Bitterness #ResentmentWeb ,12,24, UK ,2019,3,8,14
 DesertWanderer ," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,20-07-2017 11:45, Twitter , #Loneliness #MiragesOfConnection ,15,30, USA ,2017,7,20,11
 ColdEmbrace ," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,02-11-2020 19:30, Instagram , #Yearning #DistantWarmth ,10,20, Australia ,2020,11,2,19
